Polaris,2.52974312,89.26413805,132.2751323
Yildun,17.53691588,86.58632924,56.02240896
e UMi,16.76615597,82.03725071,106.2699256
z UMi,15.73429554,77.79449901,115.2073733
Kochab,14.84510983,74.15547596,38.77471888
Pherkad,15.34548589,71.83397308,147.275405
n UMi,16.29180584,75.75470385,29.83293556
